x,pdf_1,cdf_1,quantile_1,pdf_2,cdf_2,quantile_2,pdf_5,cdf_5,quantile_5,pdf_10,cdf_10,quantile_10,pdf_100,cdf_100,quantile_100
-12.25000000000000000,2.10714033055054e-03,0.02592699095243887,NaN,5.33294138821014e-04,0.003299005095119060,NaN,1.27269261943795e-05,3.20682157174941e-05,NaN,9.25716088255007e-08,1.20294779953466e-07,NaN, 3.15044300529001e-21,6.38985048583358e-22,NaN
-12.23999999999999844,2.11056193828698e-03,0.02594807945685904,NaN,5.34585060199543e-04,0.003304344487657839,NaN,1.27874184874190e-05,3.21957871633552e-05,NaN,9.33545013622027e-08,1.21224404543903e-07,NaN, 3.31025342271322e-21,6.71281919523740e-22,NaN
-12.23000000000000043,2.11399186828301e-03,0.02596920221894545,NaN,5.35880137482150e-04,0.003309696810176056,NaN,1.28482448834731e-05,3.23239652009176e-05,NaN,9.41445818340366e-08,1.22161893940411e-07,NaN, 3.47819847849313e-21,7.05217230251005e-22,NaN
-12.21999999999999886,2.11743014748904e-03,0.02599035932205539,NaN,5.37179387349651e-04,0.003315062104316090,NaN,1.29094074828103e-05,3.24527531817006e-05,NaN,9.49419213804664e-08,1.23107320377415e-07,NaN, 3.65469357144514e-21,7.40874386854281e-22,NaN
-12.21000000000000085,2.12087680296441e-03,0.02601155084981612,NaN,5.38482826562994e-04,0.003320440411887525,NaN,1.29709084004901e-05,3.25821544782999e-05,NaN,9.57465918953342e-08,1.24060756804497e-07,NaN, 3.84017537574641e-21,7.78341054899811e-22,NaN
-12.19999999999999929,2.12433186187794e-03,0.02603277688612612,NaN,5.39790471963705e-04,0.003325831774867965,NaN,1.30327497664784e-05,3.27121724845364e-05,NaN,9.65586660353883e-08,1.25022276893987e-07,NaN, 4.03510293353468e-21,8.17709377601968e-22,NaN
-12.18999999999999773,2.12779535150843e-03,0.02605403751515606,NaN,5.41102340474341e-04,0.003331236235403825,NaN,1.30949337257638e-05,3.28428106156055e-05,NaN,9.73782172289086e-08,1.25991955048630e-07,NaN, 4.23995880375261e-21,8.59076205198911e-22,NaN
-12.17999999999999972,2.13126729924521e-03,0.02607533282134996,NaN,5.42418449098941e-04,0.003336653835811156,NaN,1.31574624384746e-05,3.29740723082281e-05,NaN,9.82053196844412e-08,1.26969866409350e-07,NaN, 4.45525027014274e-21,9.02543336110126e-22,NaN
-12.16999999999999815,2.13474773258867e-03,0.02609666288942631,NaN,5.43738814923487e-04,0.003342084618576462,NaN,1.32203380799970e-05,3.31059610208027e-05,NaN,9.90400483996354e-08,1.27956086863096e-07,NaN, 4.68151061144189e-21,9.48217770482309e-22,NaN
-12.16000000000000014,2.13823667915080e-03,0.02611802780437912,NaN,5.45063455116357e-04,0.003347528626357510,NaN,1.32835628410947e-05,3.32384802335582e-05,NaN,9.98824791701836e-08,1.28950693050771e-07,NaN, 4.91930043698546e-21,9.96211976761288e-22,NaN
-12.14999999999999858,2.14173416665573e-03,0.02613942765147912,NaN,5.46392386928796e-04,0.003352985901984178,NaN,1.33471389280288e-05,3.33716334487089e-05,NaN,1.00732688598876e-07,1.29953762375269e-07,NaN, 5.16920909109880e-21,1.04664417196140e-21,NaN
-12.14000000000000057,2.14524022294029e-03,0.02616086251627482,NaN,5.47725627695369e-04,0.003358456488459257,NaN,1.34110685626791e-05,3.35054241906094e-05,NaN,1.01590754104757e-07,1.30965373009581e-07,NaN, 5.43185612982212e-21,1.09963861633696e-21,NaN
-12.12999999999999901,2.14875487595455e-03,0.02618233248459368,NaN,5.49063194834444e-04,0.003363940428959317,NaN,1.34753539826666e-05,3.36398560059119e-05,NaN,1.02456753932396e-07,1.31985603905011e-07,NaN, 5.70789287370668e-21,1.15532592319868e-21,NaN
-12.12000000000000099,2.15227815376235e-03,0.02620383764254321,NaN,5.50405105848651e-04,0.003369437766835520,NaN,1.35399974414768e-05,3.37749324637238e-05,NaN,1.03330767161267e-07,1.33014534799473e-07,NaN, 5.99800404060461e-21,1.21384338465406e-21,NaN
-12.10999999999999943,2.15581008454191e-03,0.02622537807651215,NaN,5.51751378325363e-04,0.003374948545614488,NaN,1.36050012085839e-05,3.39106571557673e-05,NaN,1.04212873715248e-07,1.34052246225892e-07,NaN, 6.30290946258602e-21,1.27533531409342e-21,NaN
-12.09999999999999787,2.15935069658633e-03,0.02624695387317159,NaN,5.53102029937170e-04,0.003380472808999137,NaN,1.36703675695768e-05,3.40470336965399e-05,NaN,1.05103154372224e-07,1.35098819520692e-07,NaN, 6.62336589132273e-21,1.33995340628317e-21,NaN
-12.08999999999999986,2.16290001830418e-03,0.02626856511947611,NaN,5.54457078442362e-04,0.003386010600869533,NaN,1.37360988262851e-05,3.41840657234761e-05,NaN,1.06001690773814e-07,1.36154336832388e-07,NaN, 6.96016889650922e-21,1.40785711597448e-21,NaN
-12.07999999999999829,2.16645807822005e-03,0.02629021190266498,NaN,5.55816541685412e-04,0.003391561965283767,NaN,1.38021972969072e-05,3.43217568971101e-05,NaN,1.06908565435216e-07,1.37218881130269e-07,NaN, 7.31415486212457e-21,1.47921405598140e-21,NaN
