"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: n"
"jmh.VectorOpBenchmark.testAdd","avgt",1,3,0.070268,0.120351,"ms/op",10000
"jmh.VectorOpBenchmark.testAddFull","avgt",1,3,0.004559,0.004790,"ms/op",10000
