"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: n"
"jmh.VectorABenchmark.testArrayInlined","avgt",1,5,0.003813,0.000619,"ms/op",10000
"jmh.VectorABenchmark.testArrayNotInlined","avgt",1,5,0.036667,0.003151,"ms/op",10000
