x,pdf,cdf,quantile
-38.39000000000000057,3.72525496964300e-321, 0.00000000000000e+00,                NaN
-38.38000000000000256,5.46930669946260e-321, 0.00000000000000e+00,                NaN
-38.36999999999999744,8.02362608846184e-321, 0.00000000000000e+00,                NaN
-38.35999999999999943,1.17735843403969e-320, 0.00000000000000e+00,                NaN
-38.35000000000000142,1.72824162915268e-320, 0.00000000000000e+00,                NaN
-38.34000000000000341,2.53554489445728e-320, 0.00000000000000e+00,                NaN
-38.32999999999999829,3.72031431318459e-320, 0.00000000000000e+00,                NaN
-38.32000000000000028,5.45794318960825e-320, 0.00000000000000e+00,                NaN
-38.31000000000000227,8.00633379085740e-320, 0.00000000000000e+00,                NaN
-38.29999999999999716,1.17434463360006e-319, 0.00000000000000e+00,                NaN
-38.28999999999999915,1.72231284140259e-319, 0.00000000000000e+00,                NaN
-38.28000000000000114,2.52566358154045e-319, 0.00000000000000e+00,                NaN
-38.27000000000000313,3.70341726809682e-319, 0.00000000000000e+00,                NaN
-38.25999999999999801,5.42983085435988e-319, 0.00000000000000e+00,                NaN
-38.25000000000000000,7.96018805953583e-319, 0.00000000000000e+00,                NaN
-38.24000000000000199,1.16686447972202e-318, 0.00000000000000e+00,                NaN
-38.22999999999999687,1.71030210555218e-318, 0.00000000000000e+00,                NaN
-38.21999999999999886,2.50658276629806e-318, 0.00000000000000e+00,                NaN
-38.21000000000000085,3.67322985713592e-318, 0.00000000000000e+00,                NaN
-38.20000000000000284,5.38233138316871e-318, 0.00000000000000e+00,                NaN
-38.18999999999999773,7.88585588311901e-318, 0.00000000000000e+00,                NaN
-38.17999999999999972,1.15527221747365e-317, 0.00000000000000e+00,                NaN
-38.17000000000000171,1.69229588308950e-317, 0.00000000000000e+00,                NaN
-38.15999999999999659,2.47870412410018e-317, 0.00000000000000e+00,                NaN
-38.14999999999999858,3.63019328092362e-317, 0.00000000000000e+00,                NaN
-38.14000000000000057,5.31607866225833e-317, 0.00000000000000e+00,                NaN
-38.13000000000000256,7.78412134378690e-317, 0.00000000000000e+00,                NaN
-38.11999999999999744,1.13968380406202e-316, 0.00000000000000e+00,                NaN
-38.10999999999999943,1.66845968600589e-316, 0.00000000000000e+00,                NaN
-38.10000000000000142,2.44232597178376e-316, 0.00000000000000e+00,                NaN
-38.09000000000000341,3.57477008371757e-316, 0.00000000000000e+00,                NaN
-38.07999999999999829,5.23177629051501e-316, 0.00000000000000e+00,                NaN
-38.07000000000000028,7.65608576327065e-316, 0.00000000000000e+00,                NaN
-38.06000000000000227,1.12026555680549e-315, 0.00000000000000e+00,                NaN
-38.04999999999999716,1.63904828419229e-315, 0.00000000000000e+00,                NaN
-38.03999999999999915,2.39783383371291e-315, 0.00000000000000e+00,                NaN
-38.03000000000000114,3.50754288748997e-315, 0.00000000000000e+00,                NaN
-38.02000000000000313,5.13030832430211e-315, 0.00000000000000e+00,                NaN
-38.00999999999999801,7.50309618685035e-315, 0.00000000000000e+00,                NaN
-38.00000000000000000,1.09722105199497e-314, 0.00000000000000e+00,                NaN
-37.99000000000000199,1.60436921473873e-314, 0.00000000000000e+00,                NaN
-37.97999999999999687,2.34569249868550e-314, 0.00000000000000e+00,                NaN
-37.96999999999999886,3.42921258216511e-314, 0.00000000000000e+00,                NaN
-37.96000000000000085,5.01272995048892e-314, 0.00000000000000e+00,                NaN
-37.95000000000000284,7.32673998222942e-314, 0.00000000000000e+00,                NaN
-37.93999999999999773,1.07078880085853e-313, 0.00000000000000e+00,                NaN
-37.92999999999999972,1.56478052405438e-313, 0.00000000000000e+00,                NaN
-37.92000000000000171,2.28643897371712e-313, 0.00000000000000e+00,                NaN
-37.90999999999999659,3.34058377256998e-313, 0.00000000000000e+00,                NaN
-37.89999999999999858,4.88024573402475e-313, 0.00000000000000e+00,                NaN
-37.89000000000000057,7.12881893848898e-313, 0.00000000000000e+00,                NaN
-37.88000000000000256,1.04123809487445e-312, 0.00000000000000e+00,                NaN
-37.86999999999999744,1.52068437606610e-312, 0.00000000000000e+00,                NaN
-37.85999999999999943,2.22067339492789e-312, 0.00000000000000e+00,                NaN
-37.85000000000000142,3.24255137369706e-312, 0.00000000000000e+00,                NaN
-37.84000000000000341,4.73418922103171e-312, 0.00000000000000e+00,                NaN
-37.82999999999999829,6.91131885206376e-312, 0.00000000000000e+00,                NaN
-37.82000000000000028,1.00886444649737e-311, 0.00000000000000e+00,                NaN
-37.81000000000000227,1.47252024907538e-311, 0.00000000000000e+00,                NaN
-37.79999999999999716,2.14904893389588e-311, 0.00000000000000e+00,                NaN
-37.78999999999999915,3.13608556835554e-311, 0.00000000000000e+00,                NaN
-37.78000000000000114,4.57600061257098e-311, 0.00000000000000e+00,                NaN
-37.77000000000000313,6.67637641780390e-311, 0.00000000000000e+00,                NaN
-37.75999999999999801,9.73984679382122e-311, 0.00000000000000e+00,                NaN
-37.75000000000000000,1.42075766319724e-310, 0.00000000000000e+00,                NaN
-37.74000000000000199,2.07226102742464e-310, 0.00000000000000e+00,                NaN
-37.72999999999999687,3.02221587249126e-310, 0.00000000000000e+00,                NaN
-37.71999999999999886,4.40720320744305e-310, 0.00000000000000e+00,                NaN
-37.71000000000000085,6.42624441277572e-310, 0.00000000000000e+00,                NaN
-37.70000000000000284,9.36931787664013e-310, 0.00000000000000e+00,                NaN
-37.68999999999999773,1.36588859468540e-309, 0.00000000000000e+00,                NaN
-37.67999999999999972,1.99103619048384e-309, 0.00000000000000e+00,                NaN
-37.67000000000000171,2.90201464786277e-309, 0.00000000000000e+00,                NaN
-37.65999999999999659,4.22937911920694e-309, 0.00000000000000e+00,                NaN
-37.64999999999999858,6.16325595455319e-309, 0.00000000000000e+00,                NaN
-37.64000000000000057,8.98049678411983e-309, 0.00000000000000e+00,                NaN
-37.63000000000000256,1.30841974688713e-308, 0.00000000000000e+00,                NaN
-37.61999999999999744,1.90612066072749e-308, 0.00000000000000e+00,                NaN
-37.60999999999999943,2.77658042876755e-308, 0.00000000000000e+00,                NaN
-37.60000000000000142,4.04414480934845e-308, 0.00000000000000e+00,                NaN
-37.59000000000000341,5.88978861933700e-308, 0.00000000000000e+00,                NaN
-37.57999999999999829,8.57687912478916e-308, 0.00000000000000e+00,                NaN
-37.57000000000000028,1.24886484655801e-307, 0.00000000000000e+00,                NaN
-37.56000000000000227,1.81826912066254e-307, 0.00000000000000e+00,                NaN
-37.54999999999999716,2.64702142152312e-307, 0.00000000000000e+00,                NaN
-37.53999999999999915,3.85312695968759e-307, 0.00000000000000e+00,                NaN
-37.53000000000000114,5.60822918252888e-307, 0.00000000000000e+00,                NaN
-37.52000000000000313,8.16196554813703e-307, 0.00000000000000e+00,                NaN
-37.50999999999999801,1.18773712710281e-306,3.16420889861550e-308,                NaN
-37.50000000000000000,1.72823373228411e-306,4.60535300958196e-308,                NaN
-37.49000000000000199,2.51443951780776e-306,6.70219878094056e-308,                NaN
-37.47999999999999687,3.65793917895701e-306,9.75277679379599e-308,                NaN
-37.46999999999999886,5.32093969935954e-306,1.41904401599872e-307,                NaN
-37.46000000000000085,7.73921238185300e-306,2.06452454125682e-307,                NaN
-37.45000000000000284,1.12554214920483e-305,3.00331464773146e-307,                NaN
-37.43999999999999773,1.63675370174392e-305,4.36855914695531e-307,                NaN
-37.42999999999999972,2.37991513617725e-305,6.35378049879087e-307,                NaN
-37.42000000000000171,3.46015999724627e-305,9.24023031097525e-307,                NaN
-37.40999999999999659,5.03022557977286e-305,1.34366184869650e-306,                NaN
-37.39999999999999858,7.31198534550511e-305,1.95368156164899e-306,                NaN
-37.39000000000000057,1.06277109444549e-304,2.84036511986525e-306,                NaN
-37.38000000000000256,1.54454556899574e-304,4.12905973010069e-306,                NaN
-37.36999999999999744,2.24449317167007e-304,6.00184480586053e-306,                NaN
-37.35999999999999943,3.26131254979781e-304,8.72318250695266e-306,                NaN
-37.35000000000000142,4.73830623275171e-304,1.26771537631856e-305,                NaN
-37.34000000000000341,6.88351716378241e-304,1.84215071343519e-305,                NaN
-37.32999999999999829,9.99894649540983e-304,2.67661039832964e-305,                NaN
-37.32000000000000028,1.45229439029809e-303,3.88867604347100e-305,                NaN
-37.31000000000000227,2.10917029279563e-303,5.64904416307252e-305,                NaN
-37.29999999999999716,3.06284629069567e-303,8.20549484493078e-305,                NaN
-37.28999999999999915,4.44728876403635e-303,1.19176653336343e-304,                NaN
-37.28000000000000114,6.45686976586266e-303,1.73074942453823e-304,                NaN
-37.27000000000000313,9.37357578445343e-303,2.51323910086166e-304,                NaN
-37.25999999999999801,1.36064595105216e-302,3.64913576499782e-304,                NaN
-37.25000000000000000,1.97488377989163e-302,5.29788877992727e-304,                NaN
-37.24000000000000199,2.86612100963460e-302,7.69081303725674e-304,                NaN
-37.22999999999999687,4.15914511102492e-302,1.11634459144639e-303,                NaN
-37.21999999999999886,6.03490160886376e-302,1.62024575819966e-303,                NaN
-37.21000000000000085,8.75574057526540e-302,2.35136535728819e-303,                NaN
-37.20000000000000284,1.27020011383055e-301,3.41205434347024e-303,                NaN
-37.18999999999999773,1.84250205055957e-301,4.95072001083147e-303,                NaN
-37.17999999999999972,2.67239335357283e-301,7.18252908148690e-303,                NaN
-37.17000000000000171,3.87569289333226e-301,1.04194074790255e-302,                NaN
-37.15999999999999659,5.62024050797467e-301,1.51135070868667e-302,                NaN
-37.14999999999999858,8.14923826121556e-301,2.19201785442647e-302,                NaN
-37.14000000000000057,1.18150537272300e-300,3.17891944134533e-302,                NaN
-37.13000000000000256,1.71281696830653e-300,4.60968829299302e-302,                NaN
-37.11999999999999744,2.48280598219405e-300,6.68375001906236e-302,                NaN
-37.10999999999999943,3.59858015043902e-300,9.69003708664114e-302,                NaN
-37.10000000000000142,5.21526219883198e-300,1.40471196631062e-301,                NaN
-37.09000000000000341,7.55749181778206e-300,2.03613105055642e-301,                NaN
-37.07999999999999829,1.09505465144129e-299,2.95107857856698e-301,                NaN
-37.07000000000000028,1.58653798122317e-299,4.27673580350122e-301,                NaN
-37.06000000000000227,2.29837941408637e-299,6.19727364611962e-301,                NaN
-37.04999999999999716,3.32927403266065e-299,8.97936294529652e-301,                NaN
-37.03999999999999915,4.82207470423729e-299,1.30090918784423e-300,                NaN
-37.03000000000000114,6.98352827101987e-299,1.88453860270692e-300,                NaN
-37.02000000000000313,1.01128235003103e-298,2.72973002674310e-300,                NaN
-37.00999999999999801,1.46428809007937e-298,3.95358388740128e-300,                NaN
-37.00000000000000000,2.12000655152461e-298,5.72557122252458e-300,                NaN
-36.99000000000000199,3.06905341144802e-298,8.29093073247201e-300,                NaN
-36.97999999999999687,4.44250843175922e-298,1.20045076956135e-299,                NaN
-36.96999999999999886,6.42996554025280e-298,1.73796899352427e-299,                NaN
-36.96000000000000085,9.30562614452896e-298,2.51591692097911e-299,                NaN
-36.95000000000000284,1.34660160097066e-297,3.64172518957842e-299,                NaN
-36.93999999999999773,1.94844980773532e-297,5.27077705266910e-299,                NaN
-36.92999999999999972,2.81900528251476e-297,7.62778994830579e-299,                NaN
-36.92000000000000171,4.07811179531286e-297,1.10377208396755e-298,                NaN
-36.90999999999999659,5.89900732069943e-297,1.59704329221341e-298,                NaN
-36.89999999999999858,8.53208775563634e-297,2.31052448114062e-298,                NaN
-36.89000000000000057,1.23392357772278e-296,3.34242031424461e-298,                NaN
-36.88000000000000256,1.78434070316200e-296,4.83468465450330e-298,                NaN
-36.86999999999999744,2.58002475289524e-296,6.99248984904754e-298,                NaN
-36.85999999999999943,3.73015203557517e-296,1.01123510873023e-297,                NaN
-36.85000000000000142,5.39244550233101e-296,1.46227493725067e-297,                NaN
-36.84000000000000341,7.79473879800306e-296,2.11428016719598e-297,                NaN
-36.82999999999999829,1.12661087462702e-295,3.05669873955596e-297,                NaN
-36.82000000000000028,1.62818174778664e-295,4.41874909535042e-297,                NaN
-36.81000000000000227,2.35281833257393e-295,6.38708431159038e-297,                NaN
-36.79999999999999716,3.39962081376311e-295,9.23129348141902e-297,                NaN
-36.78999999999999915,4.91166947868155e-295,1.33407138837723e-296,                NaN
-36.78000000000000114,7.09552213619445e-295,1.92775653598228e-296,                NaN
-36.77000000000000313,1.02493460140205e-294,2.78536363340537e-296,                NaN
-36.75999999999999801,1.48035038598776e-294,4.02409495725687e-296,                NaN
-36.75000000000000000,2.13791019400298e-294,5.81314481553306e-296,                NaN
-36.74000000000000199,3.08724407257488e-294,8.39673924193513e-296,                NaN
-36.72999999999999687,4.45768158570994e-294,1.21273746248163e-295,                NaN
-36.71999999999999886,6.43581707805830e-294,1.75137652033228e-295,                NaN
-36.71000000000000085,9.29083849953282e-294,2.52900015104378e-295,                NaN
-36.70000000000000284,1.34110474926710e-293,3.65152930280342e-295,                NaN
-36.68999999999999773,1.93565101943740e-293,5.27178060042910e-295,                NaN
-36.67999999999999972,2.79349559782084e-293,7.61020696308599e-295,                NaN
-36.67000000000000171,4.03111782751191e-293,1.09848014285650e-294,                NaN
-36.65999999999999659,5.81647096280248e-293,1.58542081654510e-294,                NaN
-36.64999999999999858,8.39170496727947e-293,2.28798674669494e-294,                NaN
-36.64000000000000057,1.21059094060709e-292,3.30155894524790e-294,                NaN
-36.63000000000000256,1.74622902673364e-292,4.76366496366388e-294,                NaN
-36.61999999999999744,2.51861367469309e-292,6.87258256144194e-294,                NaN
-36.60999999999999943,3.63227299253265e-292,9.91414634052013e-294,                NaN
-36.60000000000000142,5.23783696963577e-292,1.43003704276256e-293,                NaN
-36.59000000000000341,7.55234885165222e-292,2.06250899980551e-293,                NaN
-36.57999999999999829,1.08885156211527e-291,2.97441128467833e-293,                NaN
-36.57000000000000028,1.56968274872070e-291,4.28906660838762e-293,                NaN
-36.56000000000000227,2.26262021314574e-291,6.18416636527552e-293,                NaN
-36.54999999999999716,3.26112924008528e-291,8.91571425042592e-293,                NaN
-36.53999999999999915,4.69981679449996e-291,1.28525031871767e-292,                NaN
-36.53000000000000114,6.77252189610672e-291,1.85257544145785e-292,                NaN
-36.52000000000000313,9.75835194490146e-291,2.67005795362405e-292,                NaN
-36.50999999999999801,1.40591513876339e-290,3.84788492980187e-292,                NaN
-36.50000000000000000,2.02534171621175e-290,5.54472571307484e-292,                NaN
-36.49000000000000199,2.91738724048297e-290,7.98904121265481e-292,                NaN
-36.47999999999999687,4.20190685381040e-290,1.15097491584884e-291,                NaN
-36.46999999999999886,6.05139264656822e-290,1.65803486681501e-291,                NaN
-36.46000000000000085,8.71406541949645e-290,2.38824051962167e-291,                NaN
-36.45000000000000284,1.25470858454989e-289,3.43968813928215e-291,                NaN
-36.43999999999999773,1.80643148160179e-289,4.95355145282217e-291,                NaN
-36.42999999999999972,2.60049898019735e-289,7.13297810648787e-291,                NaN
-36.42000000000000171,3.74324672105959e-289,1.02702663503200e-290,                NaN
-36.40999999999999659,5.38761791558918e-289,1.47859463379664e-290,                NaN
-36.39999999999999858,7.75356968685229e-289,2.12849751642606e-290,                NaN
-36.39000000000000057,1.11574043198628e-288,3.06375316583297e-290,                NaN
-36.38000000000000256,1.60539245843457e-288,4.40951679899829e-290,                NaN
-36.36999999999999744,2.30970139300497e-288,6.34577739264329e-290,                NaN
-36.35999999999999943,3.32266857953810e-288,9.13135585936073e-290,                NaN
-36.35000000000000142,4.77941545406334e-288,1.31383947466823e-289,                NaN
