x,y1,y2,y3,y5,y7,y10,y15,y20,y50,y100,y1000,y10000
0.029,-10.9458174248619,-3.96942217067512,-2.99281895530215,-2.44910798814283,-2.26386312990506,-2.14035753078442,-2.05246684754229,-2.01099870937904,-1.94024409807285,-1.91771756837664,-1.89787744884344,-1.89591565398797
0.03,-10.5788949934056,-3.89642535976149,-2.95051047008293,-2.42158470939533,-2.2408792888867,-2.1202335338011,-2.0342894122401,-1.99371260831952,-1.92443685707862,-1.90236970378995,-1.88292947455549,-1.88100697918576
0.031,-10.2355771751475,-3.82688229896054,-2.90993303881888,-2.39503866333888,-2.21865717497896,-2.10074075577296,-2.01665712848991,-1.97693308975279,-1.90907349447696,-1.88744659062082,-1.86838974522906,-1.86650493455533
0.032,-9.91365102176964,-3.76052242721937,-2.8709608319928,-2.36940354774711,-2.19714674952314,-2.08183876550828,-1.99953577666713,-1.96062868018854,-1.89412694497821,-1.87292249300092,-1.85423366607354,-1.85238503661642
0.033,-9.61117182060576,-3.69710403332272,-2.83348077043627,-2.34461947480762,-2.17630271147376,-2.06349089582955,-1.98289428027697,-1.94477077733128,-1.87957258177014,-1.8587739840625,-1.8404388405792,-1.83862498939028
0.034,-9.32642364822173,-3.63641041366709,-2.79739089103031,-2.32063217679954,-2.15608392005019,-2.04566379057331,-1.96670433143627,-1.92933330969377,-1.86538793008685,-1.84497967555628,-1.82698481382065,-1.82520442903365
0.035,-9.05788668623893,-3.5782466377739,-2.76259896314747,-2.29739233036043,-2.13645290249887,-2.02832701771264,-1.95094007059248,-1.91429244530755,-1.85155242179183,-1.83151998609077,-1.81385285234579,-1.81210470486041
0.036,-8.80420998452061,-3.52243681108107,-2.72902131139584,-2.27485497879131,-2.11737543236969,-2.01145273735414,-1.93557781131305,-1.89962634126003,-1.83804718410786,-1.81837694153908,-1.80102575454771,-1.79930869068253
0.037,-8.56418864113875,-3.46882174709196,-2.69658180910106,-2.25297903587584,-2.09882016654523,-1.99501541553119,-1.92059580273754,-1.88531492737001,-1.82485485693325,-1.80553400238588,-1.78848768657484,-1.78680062155326
0.038,-8.33674458550404,-3.41725697842475,-2.66521101387708,-2.23172685784173,-2.08075833148534,-1.9789915764197,-1.90597402366773,-1.87133971855875,-1.81195943421426,-1.79297591375369,-1.77622403974779,-1.77456595190295
0.039,-8.12091031793742,-3.36761104993973,-2.63484542206131,-2.21106387257647,-2.06316345090576,-1.96335958695117,-1.89169400336676,-1.85768365146086,-1.79934612566086,-1.78068857461536,-1.76422130617633,-1.76259123177922
0.04,-7.91581508830583,-3.31976404784035,-2.60542682307722,-2.19095825718118,-2.04601110850585,-1.9480994688715,-1.87773866501189,-1.84433094160681,-1.78700123574576,-1.76865892331257,-1.75246696984936,-1.75086399847925
0.041,-7.72067309729666,-3.27360632712681,-2.57690173819667,-2.17138065652101,-2.02927874047825,-1.93319273415495,-1.86409218844653,-1.83126695814094,-1.77491205745146,-1.75687483699331,-1.74094941093708,-1.73937268132534
0.042,-7.53477338322439,-3.2290374065378,-2.54922093090278,-2.1523039366956,-2.01294545343277,-1.91862224037614,-1.85073988944291,-1.81847811354985,-1.76306677865432,-1.74532504298002,-1.72965782142126,-1.7281065177103
0.043,-7.35747111998051,-3.1859650055284,-2.52233897825014,-2.13370296837604,-1.9969918640955,-1.90437206320588,-1.837668113146,-1.80595176629036,-1.7514543993795,-1.73399904040449,-1.7185821304768,-1.71705547884368
0.044,-7.18818010162653,-3.14430420219444,-2.49621389439679,-2.11555443578519,-1.98139995773665,-1.89042738365493,-1.82486413974424,-1.79367613454523,-1.74006465844251,-1.72288703071044,-1.70771293827817,-1.70621020388009
0.045,-7.02636622904138,-3.10397669458635,-2.47080679892896,-2.09783666777732,-1.96615296276637,-1.87677438806591,-1.81231610071971,-1.78164021961242,-1.72888796822473,-1.71197985584295,-1.6970414571109,-1.69556194131525
0.046,-6.8715418461364,-3.06491015073303,-2.44608162378199,-2.08052948802989,-1.95123523933609,-1.86340017916237,-1.80001290428413,-1.76983373766299,-1.71791535652137,-1.70126894312348,-1.68655945883837,-1.68510249670529
0.047,-6.72326079910681,-3.02703763504996,-2.42200485353306,-2.0636140818197,-1.93663218011311,-1.85029269672039,-1.78794416881644,-1.75824705879249,-1.70713841455871,-1.69074625595866,-1.67625922791565,-1.67482418590516
0.048,-6.58111411327665,-2.99029710074104,-2.39854529464338,-2.04707287723633,-1.92233012166889,-1.83744064664044,-1.77610016329233,-1.74687115244864,-1.69654925040961,-1.68040424965504,-1.66613351925962,-1.66471979313909
0.049,-6.4447261993097,-2.95463093940147,-2.37567386989257,-2.03088943900216,-1.90831626514988,-1.82483343737444,-1.76447175384177,-1.73569753844995,-1.68614044714638,-1.67023583171613,-1.65617552038339,-1.654782533314
0.05,-6.31375151467504,-2.91998558035373,-2.35336343480183,-2.01504837333302,-1.89457860509001,-1.81246112281168,-1.75305035569257,-1.72471824292079,-1.6759050251631,-1.66023432608532,-1.64637881728546,-1.64500601806924
0.051,-6.18787161788138,-2.88631113335197,-2.33158861330465,-1.99953524249494,-1.88110586538405,-1.80031435085197,-1.74182788986092,-1.71392575856134,-1.66583640817701,-1.65039344087198,-1.63673736365427,-1.63538422512517
0.052,-6.06679256260738,-2.85356106921197,-2.31032565031282,-1.9843364878994,-1.86788744157614,-1.78838431700006,-1.73079674403652,-1.70331300874995,-1.65592839248531,-1.64070723915967,-1.62724545300718,-1.62591147055198
0.053,-5.95024258683617,-2.82169193369716,-2.28955227915159,-1.96943936073706,-1.85491334873171,-1.77666272240426,-1.71994973718373,-1.69287331504176,-1.64617511910904,-1.63117011254938,-1.61789769343384,-1.61658238363
0.054,-5.83797005875257,-2.7906630906426,-2.26924760211466,-1.95483185928351,-1.84217417425816,-1.76514173583827,-1.70928008744241,-1.68260036768479,-1.63657104850408,-1.6217767571346,-1.60868898465588,-1.60739188401526
0.055,-5.72974164672431,-2.7604364908488,-2.24939198262332,-1.94050267212452,-1.82966103512185,-1.75381395918999,-1.69878138296588,-1.67248819882271,-1.6271109375595,-1.61252215164409,-1.59961449715189,-1.59833516096021
0.056,-5.6253406853567,-2.73097646374343,-2.22996694767391,-1.9264411266448,-1.81736553897987,-1.74267239607603,-1.68844755537897,-1.66253115809546,-1.6177898186389,-1.6034015375212,-1.59066965312763,-1.58940765437089
0.057,-5.52456571354146,-2.70224952920575,-2.21095509942683,-1.9126371422078,-1.80527974880507,-1.73171042324851,-1.67827285557824,-1.65272389038419,-1.60860298045013,-1.59441040073664,-1.58185010913859,-1.58060503750844
0.058,-5.42722916374195,-2.67422422728632,-2.19234003493671,-1.89908118752473,-1.79339615063489,-1.72092176450119,-1.66825183163063,-1.64306131547808,-1.5995459505547,-1.58554445515626,-1.57315174019492,-1.57192320116599
0.059,-5.33315618457138,-2.64687096384423,-2.17410627314734,-1.88576424177284,-1.78170762411947,-1.71030046681733,-1.65837930855539,-1.63353860946676,-1.59061447935073,-1.57679962730652,-1.5645706251991,-1.56335823917197
0.06,-5.24218358111318,-2.62016187037182,-2.15623918838291,-1.87267775907536,-1.77020741558269,-1.69984087853221,-1.64865036980006,-1.62415118768537,-1.58180452538229,-1.56817204239855,-1.556103033584,-1.55490643508799
0.061,-5.15415885947217,-2.59407067649046,-2.13872494965954,-1.85981363600169,-1.75888911334385,-1.68953762930941,-1.6390603402425,-1.614894689059,-1.57311224184539,-1.55965801148763,-1.54774541303401,-1.54656424998489
0.062,-5.06893936378852,-2.56857259378511,-2.12155046522139,-1.84716418178594,-1.74774662507636,-1.67938561175319,-1.62960477057061,-1.60576496171082,-1.56453396417497,-1.55125401965884,-1.5394943781853,-1.53832831119319
0.063,-4.98639149544078,-2.54364420980419,-2.10470333177497,-1.83472209099642,-1.73677415700526,-1.66937996449898,-1.6202794229076,-1.59675804971299,-1.55606619861037,-1.54295671514171,-1.53134670021255,-1.53019540193593
0.064,-4.90639000544873,-2.51926339118958,-2.08817178795608,-1.82248041841894,-1.72596619476765,-1.65951605664189,-1.61108025756545,-1.58787018087337,-1.54770561164794,-1.53476289926732,-1.52329929721981,-1.52216245176186
0.065,-4.82881735219276,-2.49540919502122,-2.0719446716161,-1.81043255594283,-1.71531748577918,-1.64978947337797,-1.60200342082175,-1.57909775546173,-1.53944902029923,-1.52666951719038,-1.51534922536173,-1.51422652770568
0.066,-4.7535631175225,-2.47206178756502,-2.05601138056072,-1.79857221126189,-1.70482302296687,-1.64019600274676,-1.59304523362648,-1.57043733579027,-1.53129338308171,-1.5186736493074,-1.50749367062934,-1.50638482610968
0.067,-4.68052347515415,-2.44920236970414,-2.04036183641409,-1.78689338822251,-1.69447802974339,-1.63073162337528,-1.58420218115491,-1.56188563657158,-1.52323579167684,-1.51077250330892,-1.49972994124137,-1.49863466504821
0.068,-4.60960070597392,-2.42681310841314,-2.02498645131715,-1.77539036866885,-1.68427794611093,-1.62139249313404,-1.57547090313163,-1.55343951598539,-1.51527346319677,-1.50296340681009,-1.49205546058809,-1.49097347730214
0.069,-4.54070275548906,-2.4048770737043,-2.00987609719945,-1.76405769565101,-1.67421841579456,-1.61217493862477,-1.56684818485829,-1.54509596739235,-1.5074037330071,-1.4952438005099,-1.48446776068011,-1.48339880383587
0.07,-4.47374282921155,-2.38337818053688,-1.99502207739157,-1.75289015787549,-1.66429527431486,-1.60307544542791,-1.55833094888456,-1.5368521116394,-1.49962404805807,-1.48761123183381,-1.4769644760591,-1.47590828773434
0.071,-4.40863902223481,-2.36230113523386,-1.98041610036899,-1.74188277528968,-1.65450453791907,-1.59409064904471,-1.54991624726743,-1.52870518990652,-1.49193196068168,-1.48006334901938,-1.4695433381319,-1.46849966856135
0.072,-4.34531397967893,-2.34163138599839,-1.96605025543983,-1.73103078570306,-1.64484239329755,-1.58521732647556,-1.54160125436998,-1.5206525570498,-1.48432512281589,-1.47259789560814,-1.46220216989289,-1.46117077710449
0.073,-4.28369458504453,-2.32135507716404,-1.9519169902077,-1.72032963235702,-1.63530518801997,-1.57645238838164,-1.53338326015469,-1.51269167540002,-1.47680128062109,-1.46521270531065,-1.45493888100315,-1.4539195304752
0.074,-4.22371167383525,-2.30145900685032,-1.93800908965756,-1.7097749523642,-1.6258894216315,-1.56779287178196,-1.52525966393133,-1.50482010897965,-1.46935826945721,-1.45790569721461,-1.44775146319765,-1.44674392753544
0.075,-4.16529977009042,-2.28193058772768,-1.92431965672756,-1.69936256594557,-1.61659173735532,-1.5592359332427,-1.51722796852275,-1.49703551810495,-1.46199400919271,-1.45067487130887,-1.4406379859945,-1.43964204462503
0.076,-4.10839684371771,-2.26275781062548,-1.91084209424283,-1.6890884664002,-1.60740891435257,-1.55077884251932,-1.5092857748155,-1.48933565434251,-1.45470649981944,-1.44351830429857,-1.43359659268266,-1.43261203156625
0.077,-4.05294408673502,-2.24392921074261,-1.89757008809932,-1.67894881074918,-1.59833786049552,-1.54241897661602,-1.50143077666514,-1.48171835579291,-1.44749381734971,-1.43643414568884,-1.42662549656658,-1.4256521079242
0.078,-3.99888570672447,-2.22543383624344,-1.884497591596,-1.6689399109999,-1.58937560561364,-1.53415381422993,-1.49366075612897,-1.47418154267605,-1.44035410997387,-1.42942061411665,-1.41972297744828,-1.41876055950353
0.079,-3.94616873597341,-2.20726121904242,-1.87161881082352,-1.65905822598238,-1.5805192951761,-1.52598093055058,-1.48597357900102,-1.46672321319536,-1.43328559445892,-1.4224759939121,-1.41288737832887,-1.41193573506377
0.08,-3.89474285492986,-2.18940134759929,-1.85892819102543,-1.64930035371341,-1.57176618437722,-1.51789799238776,-1.47836719062677,-1.45934143966003,-1.42628655276993,-1.41559863187203,-1.40611710231342,-1.40517604323694
0.081,-3.84456022873537,-2.17184464156322,-1.84642040385625,-1.63966302424808,-1.56311363259451,-1.50990275360312,-1.47083961197664,-1.45203436484598,-1.41935532889818,-1.40878693423039,-1.39941060970405,-1.39847994963269
0.082,-3.79557535571878,-2.15458192811922,-1.83409033546677,-1.63014309298219,-1.55455909819156,-1.50199305082312,-1.4633889359594,-1.44480019857829,-1.41249032588066,-1.4020393638111,-1.3927664152678,-1.39184597411741
0.083,-3.74774492684233,-2.1376044199031,-1.82193307535378,-1.62073753437175,-1.54610013364033,-1.49416679941279,-1.45601332395793,-1.43763721451895,-1.40569000299747,-1.39535443735032,-1.38618308566665,-1.3852726882548
0.084,-3.70102769518727,-2.12090369436362,-1.80994390591637,-1.61144343603903,-1.53773438093966,-1.48642198969145,-1.44871100257159,-1.43054374714534,-1.39895287313435,-1.38873072297613,-1.37965923703829,-1.37875871289649
0.085,-3.65538435465226,-2.10447167446088,-1.79811829266634,-1.60225799323703,-1.52945956730862,-1.47875668337317,-1.44148026055043,-1.42351818890593,-1.3922775002987,-1.38216683783455,-1.37319353271709,-1.37230271591234
0.086,-3.61077742711466,-2.08830061059993,-1.78645187504447,-1.59317850364661,-1.52127350113533,-1.47116901021616,-1.43431944590789,-1.41655898754098,-1.38566249727869,-1.37566144585191,-1.3667846810856,-1.36590341005064
0.087,-3.56717115737381,-2.07238306370709,-1.77494045779862,-1.58420236248263,-1.51317406816308,-1.46365716486648,-1.42722696319962,-1.40966464355663,-1.3791065234354,-1.36921325562412,-1.36043143354767,-1.35955955091946
0.088,-3.52453141525726,-2.05671188936449,-1.76358000288318,-1.57532705788747,-1.50515922789755,-1.45621940388279,-1.42020127095707,-1.40283370784217,-1.37260828261915,-1.36282101842435,-1.35413258261501,-1.35326993508089
0.089,-3.48282560432653,-2.04128022292556,-1.7523666218429,-1.56655016659196,-1.49722701021971,-1.44885404292971,-1.41324087926541,-1.3960647794207,-1.36616652120162,-1.35648352632115,-1.34788696009957,-1.34703339825071
0.09,-3.44202257666922,-2.02608146554034,-1.74129656864695,-1.55786934982538,-1.48937551219061,-1.44155945412857,-1.4063443474761,-1.38935650332438,-1.35978002621617,-1.35019961039978,-1.34169343540487,-1.34084881359658
0.091,-3.40209255330915,-2.01110927102583,-1.73036623294194,-1.5492823494576,-1.48160289503512,-1.43433406355498,-1.39951028204527,-1.38270756858595,-1.35344762359921,-1.34396813907995,-1.33555091390969,-1.33471509012816
0.092,-3.36300704980719,-1.99635753352129,-1.71957213369506,-1.54078698435779,-1.47390738129274,-1.42717634887359,-1.39273733448956,-1.37611670633916,-1.3471681765261,-1.33778801652378,-1.3294583354383,-1.32863117117344
0.093,-3.32473880666197,-1.98182037587385,-1.70891091320083,-1.53238114695539,-1.46628725212447,-1.42008483710115,-1.38602419945205,-1.36958268802079,-1.34094058383559,-1.33165818112823,-1.32341467281159,-1.32259603293565
0.094,-3.28726172415316,-1.96749213870378,-1.69837933142698,-1.52406279998994,-1.45874084476579,-1.41305810248953,-1.37936961287095,-1.3631043236681,-1.33476377853705,-1.32557760409656,-1.31741893047411,-1.31660868312569
0.095,-3.25055080129984,-1.95336737010275,-1.68797426067683,-1.51582997343761,-1.45126655011608,-1.40609476452112,-1.37277235024485,-1.35668046030545,-1.32863672639549,-1.31954528808401,-1.31147014319217,-1.3106681596654
0.096,-3.21458207863402,-1.93944081592249,-1.67769268054741,-1.50768076160297,-1.44386281045603,-1.39919348600954,-1.36623122498824,-1.35030998041469,-1.32255842458933,-1.31356026591307,-1.30556737481872,-1.30477352945729
0.097,-3.17933258451393,-1.92570741061387,-1.6675316731639,-1.49961332036558,-1.43652811728489,-1.39235297129899,-1.3597450868718,-1.34399180048398,-1.31652790043668,-1.30762159935397,-1.29970971712085,-1.29892388721662
0.098,-3.14478028472416,-1.91216226858025,-1.65748841867271,-1.4916258645716,-1.42926100927014,-1.3855719645563,-1.35331282054237,-1.33772486963049,-1.31054421018578,-1.30172837796661,-1.29389628866612,-1.29311835436211
0.099,-3.11090403513049,-1.898800676011,-1.64756019097654,-1.48371666556134,-1.42206007030258,-1.37884924814987,-1.34693334411751,-1.33150816829222,-1.30460643786587,-1.29587971800008,-1.28812623376426,-1.28735607796175
0.1,-3.07768353717525,-1.88561808316413,-1.63774435369621,-1.47588404882448,-1.41492392765051,-1.37218364111034,-1.34060560785046,-1.32534070698505,-1.29871369419481,-1.29007476134651,-1.28239872146092,-1.28163622973048
0.101,-3.04509929601667,-1.87261009706909,-1.628038356345,-1.46812639177506,-1.40785125020691,-1.36557399766803,-1.33432859286103,-1.31922152512099,-1.29286511554016,-1.28431267454593,-1.2767129445804,-1.27595800507658
0.102,-3.01313258113048,-1.85977247462289,-1.6184397307024,-1.460442121639,-1.40084074682417,-1.35901920586269,-1.32810130992882,-1.31314968988415,-1.28705986293059,-1.27859264783918,-1.27106811881452,-1.27032062219412
0.103,-2.98176538920667,-1.84710111605475,-1.60894608737493,-1.45282971344749,-1.393891164731,-1.35251818622122,-1.32192279834488,-1.30712429516097,-1.2812971211147,-1.27291389426618,-1.265463481855,-1.26472332119867
0.104,-2.95098040918673,-1.83459205873623,-1.59955511253272,-1.4452876881299,-1.38700128802703,-1.34606989049938,-1.31579212481862,-1.30114446052169,-1.27557609766452,-1.26727564880693,-1.25989829256689,-1.25916536330386
0.105,-2.92076098929882,-1.82224147131544,-1.59026456481132,-1.43781461070034,-1.38016993625013,-1.33967330048403,-1.30970838243664,-1.29520933025004,-1.26989602212125,-1.26167716756279,-1.25437183020063,-1.25364603003652
0.106,-2.89109110595881,-1.81004564815547,-1.58107227236873,-1.43040908853254,-1.37339596301273,-1.3333274268521,-1.30367068967079,-1.28931807241854,-1.26425614518071,-1.25611772697583,-1.24888339364071,-1.24816462248816
0.107,-2.86195533441525,-1.7980010040585,-1.57197613008861,-1.42306976971784,-1.36667825470287,-1.32703130808339,-1.29767818943237,-1.28346987800672,-1.25865573791646,-1.2505966230841,-1.24343230068881,-1.24272046060089
0.108,-2.83333882102508,-1.78610406925844,-1.56297409692114,-1.41579534150158,-1.36001572924647,-1.32078400942403,-1.29173004817019,-1.27766396006003,-1.25309409103842,-1.24511317081088,-1.2380178873796,-1.23731288248575
0.109,-2.80522725705554,-1.77435148466606,-1.55406419335336,-1.40858452879351,-1.35340733492745,-1.31458462189782,-1.28582545500995,-1.2718995528871,-1.24757051418504,-1.23966670328609,-1.23263950732731,-1.23194124377183
0.11,-2.77760685391498,-1.76273999735172,-1.54524449900181,-1.40143609274796,-1.34685204926229,-1.30843226136284,-1.2799636209326,-1.26617591129329,-1.24208433524731,-1.23425657119798,-1.22729653110162,-1.22660491698448
0.111,-2.75046431972257,-1.75126645625172,-1.53651315032027,-1.39434882941003,-1.34034887792625,-1.30232606761084,-1.27414377798984,-1.26049230984859,-1.23663489972278,-1.22888214217371,-1.22198834563104,-1.22130329095092
0.112,-2.72378683713325,-1.73992780808537,-1.5278683384163,-1.38732156842405,-1.33389685372838,-1.29626520350712,-1.26836517855439,-1.25484804218805,-1.23122157009806,-1.22354280018705,-1.21671435363255,-1.21603577023207
0.113,-2.69756204233999,-1.72872109347057,-1.51930830697028,-1.38035317180098,-1.3274950356326,-1.29024885416871,-1.2626270946036,-1.24924242034298,-1.2258437252583,-1.21823794499196,-1.21147397306602,-1.21080177457898
0.114,-2.67177800518132,-1.71764344322664,-1.51083135025156,-1.37344253274154,-1.32114250782247,-1.28427622617886,-1.25692881703423,-1.2436747741013,-1.22050075992226,-1.2129669915806,-1.20626663661213,-1.20560073841271
0.115,-2.64642321028663,-1.70669207485385,-1.50243581122607,-1.36658857451209,-1.31483837880735,-1.27834654683589,-1.25126965500714,-1.23814445039557,-1.21519208410157,-1.20772936966458,-1.20109179117258,-1.20043211032639
0.116,-2.62148653919675,-1.69586428917962,-1.49412007975065,-1.35979024937044,-1.3085817805677,-1.27245906343467,-1.24564893532012,-1.23265081271725,-1.20991712258309,-1.20252452317815,-1.19594889739151,-1.19529535260843
0.117,-2.59695725340141,-1.68515746716229,-1.48588259084926,-1.353046537539,-1.30237186773755,-1.26661304257891,-1.24006600180744,-1.22719324055585,-1.20467531443295,-1.19735190980241,-1.19083742919691,-1.19018994078568
0.118,-2.57282497823917,-1.67456906684362,-1.47772182306683,-1.34635644622276,-1.29620781682217,-1.2608077695229,-1.23452021476484,-1.22177112886167,-1.19946611252148,-1.19221100050922,-1.18575687336128,-1.18511536318559
0.119,-2.54907968760919,-1.66409662044208,-1.46963629689647,-1.33971900866977,-1.29008882544921,-1.255042547541,-1.22901095039866,-1.21638388753102,-1.19428898306779,-1.18710127912409,-1.18070672908023,-1.18007112051651
0.12,-2.52571168944731,-1.65373773157913,-1.46162457327632,-1.33313328327202,-1.28401411165148,-1.24931669732354,-1.22353760029781,-1.21103094091275,-1.189143405203,-1.18202224190696,-1.17568650756847,-1.17505672546506
0.121,-2.50271161192234,-1.64349007263144,-1.45368525215228,-1.3265983527045,-1.27798291317996,-1.24362955639799,-1.21809957092758,-1.20571172733507,-1.18402887055136,-1.17697339714999,-1.17069573167213,-1.1700717023099
0.122,-2.48007039031133,-1.63335138220233,-1.44581697110335,-1.32011332310073,-1.27199448684533,-1.23798047857376,-1.21269628314412,-1.20042569865155,-1.1789448828283,-1.17195426479166,-1.16573393549666,-1.16511558655105
0.123,-2.45777925451486,-1.62331946270615,-1.43801840402625,-1.31367732326276,-1.26604810788679,-1.23236883340994,-1.2073271717286,-1.1951723198056,-1.17389095745457,-1.1669643760462,-1.16080066404967,-1.16018792455392
0.124,-2.43582971717661,-1.6133921780596,-1.43028825987629,-1.30728950390395,-1.26014306936671,-1.22679400570447,-1.20199168494017,-1.18995106841231,-1.16886662118573,-1.16200327304778,-1.15589547289779,-1.15528827320754
